"rt","stimulus","response","typeoftrial","subject","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","question_order"
"24381","","{""Q0"":3}","","","survey-likert","11","142427","0.0-1.0-0.10","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"6741","","{""Q0"":2}","","","survey-likert","12","149176","0.0-1.0-0.11","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"8994","","{""Q0"":3}","","","survey-likert","13","158176","0.0-1.0-0.12","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"6127","","{""Q0"":3}","","","survey-likert","14","164308","0.0-1.0-0.13","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"12494","","{""Q0"":1}","","","survey-likert","15","176809","0.0-1.0-0.14","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"9195","","{""Q0"":1}","","","survey-likert","16","186008","0.0-1.0-0.15","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"4944","","{""Q0"":3}","","","survey-likert","17","190959","0.0-1.0-0.16","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"2759","","{""Q0"":1}","","","survey-likert","18","193724","0.0-1.0-0.17","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"28380","","{""Q0"":3}","","","survey-likert","19","222109","0.0-1.0-0.18","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"12025","","{""Q0"":3}","","","survey-likert","20","234142","0.0-1.0-0.19","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"1443","","{""Q0"":1}","","","survey-likert","21","235592","0.0-1.0-0.20","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"1828","","{""Q0"":2}","","","survey-likert","22","237425","0.0-1.0-0.21","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"11877","","{""Q0"":3}","","","survey-likert","23","249308","0.0-1.0-0.22","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"5444","","{""Q0"":1}","","","survey-likert","24","254758","0.0-1.0-0.23","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"4928","","{""Q0"":3}","","","survey-likert","25","259689","0.0-1.0-0.24","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"10397","","{""Q0"":3}","","","survey-likert","26","270093","0.0-1.0-0.25","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"72058","","{""Q0"":3}","","","survey-likert","27","342159","0.0-1.0-0.26","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"8707","","{""Q0"":4}","","","survey-likert","28","350874","0.0-1.0-0.27","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"40078","","{""Q0"":3}","","","survey-likert","29","390959","0.0-1.0-0.28","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"8425","","{""Q0"":1}","","","survey-likert","30","399391","0.0-1.0-0.29","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"31411","","{""Q0"":4}","","","survey-likert","31","430807","0.0-1.0-0.30","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"2627","","{""Q0"":3}","","","survey-likert","32","433440","0.0-1.0-0.31","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"2276","","{""Q0"":1}","","","survey-likert","33","435722","0.0-1.0-0.32","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"28332","","{""Q0"":3}","","","survey-likert","34","464059","0.0-1.0-0.33","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"1239","","{""Q0"":2}","","","survey-likert","35","465307","0.0-1.0-0.34","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"9311","","{""Q0"":4}","","","survey-likert","36","474624","0.0-1.0-0.35","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"4345","","{""Q0"":1}","","","survey-likert","37","478974","0.0-1.0-0.36","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"2360","","{""Q0"":3}","","","survey-likert","38","481340","0.0-1.0-0.37","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"5962","","{""Q0"":2}","","","survey-likert","39","487308","0.0-1.0-0.38","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"1910","","{""Q0"":3}","","","survey-likert","40","489223","0.0-1.0-0.39","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"2361","","{""Q0"":2}","","","survey-likert","41","491589","0.0-1.0-0.40","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"6162","","{""Q0"":3}","","","survey-likert","42","497755","0.0-1.0-0.41","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"83299","","{""Q0"":3}","","","survey-likert","43","581057","0.0-1.0-0.42","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"1539","","{""Q0"":2}","","","survey-likert","44","582606","0.0-1.0-0.43","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"927","","{""Q0"":""""}","","","survey-likert","45","583540","0.0-1.0-0.44","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"1560","","{""Q0"":3}","","","survey-likert","46","585106","0.0-1.0-0.45","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"142","","{""Q0"":""""}","","","survey-likert","47","585255","0.0-1.0-0.46","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"197","","{""Q0"":""""}","","","survey-likert","48","585456","0.0-1.0-0.47","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"127","","{""Q0"":""""}","","","survey-likert","49","585589","0.0-1.0-0.48","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"94","","{""Q0"":""""}","","","survey-likert","50","585690","0.0-1.0-0.49","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"110","","{""Q0"":""""}","","","survey-likert","51","585805","0.0-1.0-0.50","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"112","","{""Q0"":""""}","","","survey-likert","52","585922","0.0-1.0-0.51","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"110","","{""Q0"":""""}","","","survey-likert","53","586039","0.0-1.0-0.52","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"127","","{""Q0"":""""}","","","survey-likert","54","586172","0.0-1.0-0.53","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"228","","{""Q0"":""""}","","","survey-likert","55","586405","0.0-1.0-0.54","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"110","","{""Q0"":""""}","","","survey-likert","56","586522","0.0-1.0-0.55","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"128","","{""Q0"":""""}","","","survey-likert","57","586656","0.0-1.0-0.56","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"94","","{""Q0"":""""}","","","survey-likert","58","586755","0.0-1.0-0.57","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"127","","{""Q0"":""""}","","","survey-likert","59","586889","0.0-1.0-0.58","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"111","","{""Q0"":""""}","","","survey-likert","60","587005","0.0-1.0-0.59","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"128","","{""Q0"":""""}","","","survey-likert","61","587138","0.0-1.0-0.60","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"128","","{""Q0"":""""}","","","survey-likert","62","587272","0.0-1.0-0.61","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"1493","","{""Q0"":3}","","","survey-likert","63","588772","0.0-1.0-0.62","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"1512","","{""Q0"":1}","","","survey-likert","64","590289","0.0-1.0-0.63","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"5043","","{""Q0"":2}","","","survey-likert","65","595339","0.0-1.0-0.64","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"1346","","{""Q0"":3}","","","survey-likert","66","596690","0.0-1.0-0.65","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"3360","","{""Q0"":3}","","","survey-likert","67","600055","0.0-1.0-0.66","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"1643","","{""Q0"":3}","","","survey-likert","68","601704","0.0-1.0-0.67","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"1662","","{""Q0"":1}","","","survey-likert","69","603373","0.0-1.0-0.68","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"2060","","{""Q0"":2}","","","survey-likert","70","605438","0.0-1.0-0.69","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15","[0]"
"1836","You finished it! Thanks for your help. Press any key to end."," ","","","html-keyboard-response","71","607280","0.0-2.0","45","1","2022-11-10 04:13:13","88e9cdf1e7919d78e5271708c3ed23e4","139.140.204.165","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:106.0) Gecko/20100101 Firefox/106.0","Macintosh","Firefox","106.0","OS X","10.15",""
