"rt","stimulus","response","typeoftrial","subject","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","question_order"
"27567","","{""Q0"":4}","","","survey-likert","10","182914","0.0-1.0-0.9","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"39181","","{""Q0"":4}","","","survey-likert","11","222098","0.0-1.0-0.10","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"11763","","{""Q0"":4}","","","survey-likert","12","233863","0.0-1.0-0.11","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"4880","","{""Q0"":4}","","","survey-likert","13","238746","0.0-1.0-0.12","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"11299","","{""Q0"":3}","","","survey-likert","14","250047","0.0-1.0-0.13","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"6162","","{""Q0"":4}","","","survey-likert","15","256212","0.0-1.0-0.14","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"6029","","{""Q0"":4}","","","survey-likert","16","262244","0.0-1.0-0.15","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"9667","","{""Q0"":4}","","","survey-likert","17","271913","0.0-1.0-0.16","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"4281","","{""Q0"":4}","","","survey-likert","18","276196","0.0-1.0-0.17","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"8697","","{""Q0"":3}","","","survey-likert","19","284896","0.0-1.0-0.18","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"4847","","{""Q0"":4}","","","survey-likert","20","289745","0.0-1.0-0.19","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"7430","","{""Q0"":4}","","","survey-likert","21","297179","0.0-1.0-0.20","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"30380","","{""Q0"":2}","","","survey-likert","22","327562","0.0-1.0-0.21","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"13898","","{""Q0"":3}","","","survey-likert","23","341462","0.0-1.0-0.22","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"8062","","{""Q0"":4}","","","survey-likert","24","349526","0.0-1.0-0.23","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"49500","","{""Q0"":3}","","","survey-likert","25","399027","0.0-1.0-0.24","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"5895","","{""Q0"":3}","","","survey-likert","26","404925","0.0-1.0-0.25","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"5016","","{""Q0"":4}","","","survey-likert","27","409943","0.0-1.0-0.26","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"4748","","{""Q0"":4}","","","survey-likert","28","414694","0.0-1.0-0.27","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"4213","","{""Q0"":3}","","","survey-likert","29","418910","0.0-1.0-0.28","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"11131","","{""Q0"":3}","","","survey-likert","30","430043","0.0-1.0-0.29","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"3780","","{""Q0"":3}","","","survey-likert","31","433827","0.0-1.0-0.30","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"6814","","{""Q0"":4}","","","survey-likert","32","440643","0.0-1.0-0.31","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"7132","","{""Q0"":4}","","","survey-likert","33","447777","0.0-1.0-0.32","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"11680","","{""Q0"":4}","","","survey-likert","34","459460","0.0-1.0-0.33","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"7746","","{""Q0"":4}","","","survey-likert","35","467209","0.0-1.0-0.34","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"7580","","{""Q0"":4}","","","survey-likert","36","474793","0.0-1.0-0.35","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"5812","","{""Q0"":3}","","","survey-likert","37","480609","0.0-1.0-0.36","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"4912","","{""Q0"":3}","","","survey-likert","38","485524","0.0-1.0-0.37","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"4149","","{""Q0"":3}","","","survey-likert","39","489676","0.0-1.0-0.38","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"4814","","{""Q0"":3}","","","survey-likert","40","494492","0.0-1.0-0.39","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"4480","","{""Q0"":3}","","","survey-likert","41","498976","0.0-1.0-0.40","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"3095","","{""Q0"":3}","","","survey-likert","42","502074","0.0-1.0-0.41","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"28232","","{""Q0"":4}","","","survey-likert","43","530309","0.0-1.0-0.42","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"6264","","{""Q0"":4}","","","survey-likert","44","536576","0.0-1.0-0.43","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"5412","","{""Q0"":4}","","","survey-likert","45","541992","0.0-1.0-0.44","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"3563","","{""Q0"":4}","","","survey-likert","46","545559","0.0-1.0-0.45","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"6063","","{""Q0"":3}","","","survey-likert","47","551624","0.0-1.0-0.46","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"8714","","{""Q0"":4}","","","survey-likert","48","560341","0.0-1.0-0.47","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"39631","","{""Q0"":0}","","","survey-likert","49","599975","0.0-1.0-0.48","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"5762","","{""Q0"":4}","","","survey-likert","50","605741","0.0-1.0-0.49","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"11796","","{""Q0"":3}","","","survey-likert","51","617541","0.0-1.0-0.50","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"10414","","{""Q0"":1}","","","survey-likert","52","627957","0.0-1.0-0.51","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"8579","","{""Q0"":4}","","","survey-likert","53","636540","0.0-1.0-0.52","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"6897","","{""Q0"":4}","","","survey-likert","54","643440","0.0-1.0-0.53","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"7031","","{""Q0"":4}","","","survey-likert","55","650473","0.0-1.0-0.54","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"7364","","{""Q0"":4}","","","survey-likert","56","657840","0.0-1.0-0.55","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"5078","","{""Q0"":4}","","","survey-likert","57","662922","0.0-1.0-0.56","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"6050","","{""Q0"":4}","","","survey-likert","58","668975","0.0-1.0-0.57","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"9078","","{""Q0"":3}","","","survey-likert","59","678056","0.0-1.0-0.58","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"8982","","{""Q0"":3}","","","survey-likert","60","687040","0.0-1.0-0.59","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"6980","","{""Q0"":4}","","","survey-likert","61","694023","0.0-1.0-0.60","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"12330","","{""Q0"":4}","","","survey-likert","62","706357","0.0-1.0-0.61","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"6247","","{""Q0"":4}","","","survey-likert","63","712605","0.0-1.0-0.62","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"5497","","{""Q0"":4}","","","survey-likert","64","718106","0.0-1.0-0.63","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"12462","","{""Q0"":4}","","","survey-likert","65","730571","0.0-1.0-0.64","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"7531","","{""Q0"":4}","","","survey-likert","66","738105","0.0-1.0-0.65","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"4513","","{""Q0"":4}","","","survey-likert","67","742622","0.0-1.0-0.66","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
"9564","","{""Q0"":4}","","","survey-likert","68","752189","0.0-1.0-0.67","25","1","2022-11-09 21:38:48","88e9cdf1e7919d78e5271708c3ed23e4","139.140.221.157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15","Macintosh","Safari","15.6.1","OS X","10_15_7","[0]"
